TIC ID,TOI,CTOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS mag,TESS mag error,Pipeline Signal ID,Source,Detection,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Stellar Metallicity,Stellar Metallicity error,Stellar Mass (M_Sun),Stellar Mass error,Sectors,Comments,Date TOI Alerted (by TESS Project),Date TOI Updated (by TESS Project),Date Modified (by ExoFOP-TESS),depth,sigma,sigma_full,is_below_line
266593143,1283.01,,5,5,5,5,5,5,5,66.2,324.1,89.54,0,1,0,KP,KP,9.7525,0.006,1,qlp-55-ffi,SPOC,324.535978,30.488188,-80.395,0.158,-126.972,0.148,2459836.037,0.0001429,10.3385897,3.4e-06,3.912,0.029,19.732337,0.149937,18010.0,138.088,11.3892,0.533243,65.6836,793.0,326.0,92.3831,0.48265,5336.96,105.031,4.55466,0.0770342,0.84,0.04,0.0512329,0.0280899,0.92,0.116568,"15,55,56",HAT-P-17 b,2019/10/17,2022/11/9,2022/12/14,0.98199,0.0009004894087729,0.0007603388978806,True
158324245,1161.01,,5,5,5,5,5,5,5,146.3,249.4,317.0,0,22,34,KP,KP,10.2306,0.014,1,spoc-s14-s55-b0A-KP,UNKNOWN,286.971388,46.868246,-4.401,0.187,-15.78,0.237,2459420.734,0.000377248,1.763587761,4.02e-07,3.303422338,0.010534378,8.50366,0.029688,7801.568793,27.343624,,,4461.158464,2084.402868,325.5916,519.096,29.1045,7986.1,177.2,,,,,,,,,"14,15,26,40,41,53,54,55",KOI-13 b / Kepler-13 A b; SPOC is assuming solar radius,2019/8/27,2023/3/15,2023/3/24,0.992198431207,0.0003541367093755,0.0003541367093755,True
398943781,780.01,,5,5,5,5,5,5,5,134.6,360.4,123.82,0,1,1,KP,KP,10.7875,0.006,1,qlp-s37-tois,SPOC,190.618803,-30.639818,14.9,0.076,11.889,0.054,2459329.902,0.0001207,3.0524018,8e-07,2.483,0.023,24.452648,0.00019,22270.0,0.175155,13.7594,0.652368,344.149,1199.0,323.0,163.371,1.0595,5545.0,,4.52787,,0.88,0.04,0.06,0.02,0.976,0.123773,"10,37",WASP-41 b,2019/6/11,2023/1/24,2023/1/26,0.97773,0.0010636516852909,0.0008603053163351,True
402026209,232.01,,4,5,5,5,5,4,5,154.3,140.1,317.0,1,1,7,KP,KP,11.8295,0.006,1,spoc,UNKNOWN,353.562915,-42.061779,9.874,0.053,-87.518,0.048,2459109.947,9e-05,1.338230712,3.22e-07,2.153389792,0.008862076,29.962116,0.099151,27218.8341,91.3169,14.83782003,0.9224437,1188.622619,1497.547985,321.36127,267.206,3.7205,5436.0,,4.46024,,0.894973993,0.0555528,-0.01,0.1,0.97,0.122722,"2,28,29",WASP-4 b,2018/11/29,2021/10/7,2022/12/14,0.9727811659,0.0010578602211155,0.0010578602211155,True
268403451,1612.01,,5,5,5,5,5,5,5,114.3,119.8,317.0,0,0,0,KP,KP,10.0521,0.006,1,qlp-s60-ffi,QLP,277.478075,85.233321,-15.354,0.038,24.461,0.054,2459962.467,0.0001619,2.8641324,7e-07,2.493,0.181,10.475613,0.233351,9602.0,214.901,15.3798,0.748208,670.49,1417.0,315.0,234.149,1.1875,6082.0,137.7,4.13,0.08,1.53,0.07,,,1.139,0.156619,"18,19,20,25,26,40,47,52,53,59,60",XO-7b (arXiv:1912.02821),2019/12/19,2023/2/27,2023/3/3,0.990398,0.0003658896266934,0.000315477829534,True
169226822,675.01,,5,5,5,5,5,5,5,142.2,154.7,317.0,0,2,5,KP,KP,9.62959,0.006,1,qlp-s62-ffi,SPOC/QLP,160.558765,-3.834999,19.224,0.081,17.026,0.067,2460010.438,0.0007304,4.1779929,2.4e-06,4.144,0.035,13.705617,0.483987,12544.0,445.669,15.3075,0.746125,663.252,1413.0,305.0,159.507,1.2005,5620.0,,4.18582,,1.35,0.06,-0.193,0.014,1.05,0.130177,"9,35,46,62",WASP-127 b,2019/5/6,2023/4/12,2023/4/25,0.987456,0.0005386529078541,0.0004631025044694,True
380619414,5144.01,,5,5,5,5,5,5,5,254.3,262.6,317.0,0,0,2,KP,KP,10.15,0.014,1,spoc-s46-b0A,SPOC/QLP,175.908033,6.563784,-77.24,0.083,11.016,0.07,2459553.605,0.000166279,2.655675251,1.1e-05,2.61110139,0.009682583,22.222044,0.069241,20259.22626,63.771496,,,640.3257634,1282.980317,300.182,141.887,1.2185,5817.3,609.9,,,,,0.118,0.019,,,"45,46",WASP-85 A b; SPOC assuming solar radius but Rs ~ 0.9,2022/1/25,2022/7/15,2022/12/14,0.97974077374,0.0008361089006709,0.0008361089006709,True
233120979,1251.01,,3,5,5,3,4,4,4,45.9,183.9,73.36,10,19,4,PC,APC,10.6479,0.006,1,qlp-s52-tois,SPOC/QLP,273.529238,62.858243,-17.9,3.3,-3.0,3.4,2459759.179,0.0001791,5.9630544,1.5e-06,2.951,0.029,12.009271,0.000269,11000.0,0.248193,10.0859,,112.667,,298.0,185.952,,5273.0,,4.438,,0.94,,,,,,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,48,49,51,52",,2019/10/17,2022/10/4,2022/12/14,0.989,0.0004458875975064,0.0004150062521696,True
394657039,159.01,,3,5,5,3,3,4,4,90.2,121.3,317.0,6,3,2,PC,PC,10.5132,0.006,1,qlp-s39-tois,QLP,51.782268,-78.549831,11.616,0.057,1.959,0.043,2459382.233,0.0004284,3.7628372,3.2e-06,3.956,0.019,12.404555,0.000206,11360.0,0.18932,17.33058674,0.7854587,1797.827207,1660.759467,297.0,347.593,2.519,6979.2,136.5,4.22,0.09,1.587460041,0.0717136,0.17,0.12,1.53,0.269377,"1,2,12,13,28,32,39",low amplitude pulsations ~ 1 day potentially phased with planet period,2018/9/5,2022/10/17,2022/12/14,0.98864,0.0005567053906555,0.0005004088914099,True
267263253,135.01,,5,5,5,5,4,5,5,144.8,202.1,317.0,2,1,3,PC,CP,9.2205,0.006,1,qlp,UNKNOWN,7.328916,-76.304032,-2.97,0.037,6.961,0.031,2459039.738,0.000268541,4.12691,,4.429,0.017,11.998293,4.4e-05,10990.0,0.0408554,16.98,0.693566,1451.24,1719.0,294.0,196.852,0.774,6888.0,204.0,4.23416,0.355654,1.59,0.06,,,1.46,0.249445,"1,27,28",HD 2685b,2018/9/5,2020/10/26,2022/12/14,0.98901,0.0003603858085672,0.0003603858085672,True
268644785,505.01,,5,5,5,5,5,5,5,84.4,96.4,317.0,0,0,1,KP,KP,10.6815,0.006,1,spoc,UNKNOWN,117.414976,-52.120447,-4.516,0.041,-2.283,0.039,2459299.865,0.0011183,3.329464924,8.83e-07,4.012310789,0.015445955,11.574609,0.038815,10603.98639,35.749672,16.02696187,0.6831824,1612.761812,1616.264029,289.72116,324.683,2.4605,6003.0,,4.16979,,1.522379994,0.0646733,,,1.33,0.225109,"7,9,34,35,36",KELT-15 b,2019/3/8,2021/12/1,2022/12/14,0.98939601361,0.0004703081429568,0.0004040801752576,True
444013020,2547.01,,5,5,5,5,5,5,5,103.7,105.4,317.0,0,1,0,KP,KP,11.302,0.006,1,qlp-s46-tois,SPOC,133.324298,8.523017,2.76,0.061,3.252,0.04,2459577.819,0.0001728,2.3114199,2.3e-06,2.585,0.022,17.611564,0.000385,16090.0,0.354199,14.2928,0.631063,796.887,1480.0,286.0,273.703,2.7065,5785.79,104.216,4.39543,0.0718388,1.07,0.05,0.336,0.034,1.038,0.128489,"34,44,45,46",WASP-65 b,2021/3/11,2022/3/10,2022/12/14,0.98391,0.0007971616788961,0.0007201933829073,True
100100827,185.01,,4,5,5,5,5,4,5,330.4,723.4,129.66,2,5,1,KP,KP,8.8287,0.006,1,qlp,UNKNOWN,24.354462,-45.677794,25.243,0.03,20.597,0.034,2459140.571,4.71e-05,0.9414523,1e-07,2.048,0.128,11.753511,1.2e-05,10767.0,0.0108803,15.4874,0.787181,4845.66,2324.0,284.0,123.483,0.37,6400.0,,4.36583,,1.35,0.07,0.1,0.1,1.2,0.174553,"2,3,29,30",WASP-18 b,2018/12/20,2020/12/21,2022/12/14,0.989233,0.0001966462575786,0.0001966462575786,True
238176110,116.01,,5,5,5,5,5,5,5,98.8,251.1,94.86,1,0,3,KP,KP,11.0443,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,357.846434,-70.152862,96.185,0.041,-1.747,0.038,2459037.528,0.00025644,2.798579441,6.31e-07,2.340143568,0.013552006,18.286614,0.068604,16701.55025,63.18423,11.76407524,0.72200364,332.5563668,1089.145913,275.6213,149.942,0.5175,4920.0,,4.49371,,0.906655014,0.0553769,0.32,0.08,0.81,0.0958693,"1,27,28",WASP-91 b,2018/9/5,2021/12/9,2022/12/14,0.98329844975,0.0008759061043559,0.0008759061043559,True
341420329,1019.01,,3,4,4,3,3,4,4,131.7,297.7,317.0,3,3,1,PC,PC,10.6348,0.006,1,spoc,UNKNOWN,120.147994,-54.878552,-11.732,0.047,2.586,0.061,2459232.447,0.000216011,5.234096378,2.66e-05,3.690904709,0.016388487,22.535781,0.077113,20542.29367,71.021614,24.08788202,0.74451643,1453.668007,1574.838624,269.15555,399.544,4.1635,7645.0,134.4,4.3,0.08,1.562029958,0.0481257,,,1.79,0.289153,"7,8,9,34,35,36",Large for its insolation,2019/7/24,2021/9/29,2022/12/14,0.97945770633,0.0008873216949014,0.0005890731053207,True
239154970,1714.01,,5,5,5,5,5,5,5,105.1,158.0,317.0,0,0,2,KP,KP,10.7131,0.008,1,qlp-s47-tois,SPOC/QLP,113.184238,33.835021,0.096,0.073,-2.647,0.07,2459603.426,0.0001597,3.4744763,1.9e-06,4.258,0.018,14.119119,0.000108,12920.0,0.0996836,19.6131,0.810264,1701.38,1789.0,267.0,396.11,7.5075,6642.3,107.3,4.14,0.09,1.67,0.07,0.021,0.01,1.4,0.236512,"20,44,45,46,47",HAT-P-33 b,2020/2/19,2022/6/28,2022/12/14,0.98708,0.000510199930718,0.0004641124041243,True
404340025,834.01,,5,5,5,5,5,5,5,125.7,144.4,317.0,0,1,1,KP,KP,10.7036,0.006,1,qlp-s38-tois,UNKNOWN,195.828164,-49.639773,25.809,0.13,-22.57,0.083,2459359.571,0.0001414,2.6755523,1e-06,3.065,0.013,15.296701,0.000208,13990.0,0.192006,16.4542,0.867622,963.813,1552.0,265.0,258.777,3.2545,6783.0,202.0,4.24271,0.49365,1.34,0.07,0.147754,0.0921297,1.1,0.137196,"11,37,38",WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449,2019/6/27,2022/10/4,2022/12/14,0.98601,0.0007295580638913,0.0006286955921962,True
350618622,201.01,,3,5,5,3,4,4,4,19.0,172.1,97.32,8,3,1,CP,CP,8.5822,0.006,1,qlp-s61-ffi,SPOC,87.401782,-54.910423,7.731,0.052,66.448,0.058,2459965.395,0.0007305,52.9780302,4.43e-05,5.579,0.037,7.324052,0.257057,6723.0,236.73,11.9394,0.607952,41.0598,705.0,262.0,113.825,0.346,6461.8,83.0,4.35,0.16,1.33,0.06,0.18,0.12,1.31,0.212157,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61",TOI 201 b,2019/5/7,2023/4/4,2023/4/7,0.993277,0.0002625990060855,0.0002534569220051,True
399860444,2140.01,TIC 399860444.01,5,5,5,5,5,5,5,122.8,309.1,123.98,0,2,10,KP,KP,10.854,0.006,1,spoc-s14-s55-b0A-KP,QLP,286.808526,49.316421,5.219,0.043,1.619,0.043,2459012.511,9.38e-05,2.470611418,5.84e-07,1.794486021,0.008252223,15.649912,0.078499,14310.71598,72.29766,13.77034053,0.5475148,817.5658193,1363.799199,260.52148,215.32,1.0445,5854.0,101.6,4.45,0.07,1.016129971,0.0402412,-0.03,0.1,1.057,0.133502,"26,40,41,54,55",TrES-2 b,2020/8/7,2023/3/15,2023/3/24,0.98568928402,0.0007146130983219,0.0007146130983219,True
26826078,5096.01,,5,5,5,5,5,5,5,166.4,495.3,77.55,0,0,0,KP,KP,10.2832,0.006,1,spoc-s42-s46-b0A,SPOC/QLP,111.91643,24.336119,-4.985,0.068,-96.235,0.06,2459577.924,9.75e-05,2.87532875,6.67e-06,1.879360384,0.007927405,23.790555,0.086157,21673.58868,79.3506,10.44863944,0.8208666,145.7123058,886.122588,257.67126,71.0374,0.19885,4604.0,127.2,4.64,0.1,0.678270996,0.0532261,0.21104,0.0887045,0.73,0.0866324,"44,45,46",HAT-P-20 b,2022/1/6,2022/7/15,2022/12/14,0.97832641132,0.000967713559601,0.000967713559601,True
373693175,1810.01,,5,5,5,5,5,5,5,145.9,132.3,317.0,0,0,3,KP,KP,11.6281,0.006,1,qlp-s49-tois,SPOC,188.266205,44.915367,-11.641,0.028,8.065,0.034,2459662.702,0.0001845,1.3273482,6e-07,2.083,0.065,20.66148,0.000487,18850.0,0.448136,15.4709,0.750927,1378.13,1697.0,248.0,294.419,2.252,5555.05,115.611,4.36832,0.075107,1.07,0.05,0.269388,0.01239,0.98,0.122548,"22,49",HAT-P-36 b,2020/4/15,2022/7/13,2022/12/14,0.98115,0.0011351163939083,0.0011351163939083,True
165297570,5384.01,,5,5,5,5,5,5,5,204.1,271.4,317.0,0,0,0,KP,KP,9.6022,0.006,1,spoc-s48-b02,SPOC/QLP,157.06262,25.573137,14.098,0.073,-12.2,0.079,2459610.39,0.000223797,2.9895092,5.15e-05,3.350388266,0.016779294,13.237076,0.055543,12117.77888,51.155663,18.81822184,0.7559893,1949.871706,1694.810941,247.27235,218.05,2.0865,6317.0,109.1,4.12,0.08,1.613960028,0.0645854,-0.01,0.1,1.24,0.185789,48,KELT-4 A b,2022/3/24,2022/3/24,2022/12/14,0.98788222112,0.0006804543750713,0.0006804543750713,True
354619337,5821.01,,5,5,5,5,5,5,5,231.1,349.3,317.0,0,0,2,KP,KP,8.08821,0.006,1,spoc-s55-b02,SPOC/QLP,317.551526,10.738897,-5.719,0.1,5.379,0.099,2459798.286,0.00015037,2.148787199,2.04e-05,4.167148992,0.011060316,7.691108,0.030145,7058.741068,27.764378,17.4790409,0.5180879,8702.289373,2463.361388,236.9704,182.273,1.9425,7893.0,138.264,4.105,0.0759884,2.015660048,0.0594347,,,1.887,0.300321,55,MASCARA-1 b,2022/10/12,2022/10/12,2022/12/14,0.992941258932,0.0002589558175101,0.0002589558175101,True
248853232,5823.01,,5,5,5,5,5,5,5,250.1,681.6,101.85,0,0,0,KP,KP,8.8628,0.006,1,spoc-s55-b02,SPOC/QLP,315.025966,-5.094857,33.676,0.08,-93.436,0.043,2459798.775,0.000131971,3.868149218,3.93e-05,2.161019457,0.010707278,18.90341,0.082277,17259.99354,75.777336,12.26589028,0.89079314,180.5563786,934.9167883,236.89902,49.9605,0.13165,4746.0,125.37,4.4323,0.0935477,0.877591014,0.0636256,,,0.76,0.0891518,55,WASP-69 b,2022/10/12,2022/10/12,2022/12/14,0.98274000646,0.0007546462993574,0.0007546462993574,True
178284730,418.01,,5,5,5,5,5,5,5,208.5,515.8,118.92,0,1,3,KP,KP,10.3074,0.006,1,spoc,UNKNOWN,60.385539,-20.450999,-18.665,0.051,20.276,0.052,2459146.1,0.000177223,2.235986455,5.07e-07,1.525433157,0.006451492,20.891691,0.139168,19058.01374,128.17053,13.4367443,0.7075624,491.325955,1200.77649,236.86826,117.598,0.5975,5260.0,,4.51363,,0.844379008,0.0442312,,,0.924,0.108329,"4,5,31",WASP 140 b; this planet contaminates 178284729 in spoc-s01s06-b02,2019/6/6,2021/12/2,2022/12/14,0.98094198626,0.0008963241050562,0.0008963241050562,True
47911178,471.01,,5,5,5,5,5,5,5,134.9,170.8,317.0,0,3,1,KP,KP,9.79059,0.006,1,spoc,UNKNOWN,98.351102,-23.486086,-2.569,0.027,24.992,0.043,2459223.302,0.0001318,3.585707607,9.81e-07,2.707206541,0.013635359,12.902492,0.058014,11813.30293,53.431217,15.85259012,0.73871547,1089.170986,1465.189391,231.19725,201.224,1.1455,6400.0,,4.34435,,1.345559955,0.0625502,,,1.277,0.202523,"6,33",WASP-101 b,2019/2/27,2021/10/7,2022/12/14,0.98818669707,0.0006456233760779,0.0006456233760779,True
287196418,1190.01,,5,5,5,5,1,5,5,86.1,108.5,317.0,0,0,0,PC,APC,9.80529,0.006,1,qlp-s60-ffi,UNKNOWN,292.734132,59.403853,0.983,0.045,0.492,0.044,2459955.294,0.0001745,3.6950117,1.1e-06,4.342,0.389,8.576356,0.062536,7868.0,57.5964,14.9299,0.613754,2182.08,1904.0,227.0,280.948,1.884,7106.7,186.5,4.2,0.08,1.63,0.07,,,1.532,0.249804,"14,16,17,20,21,23,24,26,40,41,47,49,50,51,53,54,55,56,57,58,59,60",variable host star; TFOP APC/BEB,2019/8/27,2023/2/27,2023/3/3,0.992132,0.000242092905406,0.0002018257975292,True
131081852,758.01,,5,5,5,5,3,5,5,94.3,195.6,317.0,0,0,1,PC,APC,9.957501,0.006,1,spoc-s01-s39-b0A-APC,UNKNOWN,189.76217,-31.992266,-19.0,2.5,-26.8,2.4,2458575.746,0.000266754,13.27355108,7.75e-06,6.706002867,0.02454332,23.112203,0.099706,21062.15358,91.82865,19.0558857,0.058318935,117.9936529,889.1052168,222.54208,154.532,,6072.0,193.0,4.29177,2.00457,1.261260033,,,,,,"10,37",Possible EB; ~1000 ppm secondary,2019/6/11,2023/1/24,2023/1/26,0.97893784642,0.0008729280556379,0.0007384070583007,True
67666096,1766.01,,5,5,5,5,5,5,5,169.6,202.9,317.0,0,0,2,KP,KP,9.43351,0.006,1,qlp-s48-ffi,SPOC/QLP,148.643119,40.387945,-28.328,0.198,-24.411,0.227,2459635.207,0.0015413,2.7033942,5.1e-06,2.927,0.16,11.284957,0.002071,10340.0,1.90766,16.72,0.893416,1704.57,1790.0,222.0,210.252,5.4075,6518.0,123.7,4.15,0.09,1.61,0.08,,,1.34,0.219363,"21,48",KELT-3 b,2020/3/12,2022/3/24,2022/12/14,0.98966,0.0004431012501474,0.0004431012501474,True
382391899,391.01,,5,5,5,5,5,5,5,142.5,347.1,114.5,0,0,3,KP,KP,11.0529,0.006,1,spoc,UNKNOWN,43.688074,-10.898024,3.281,0.072,8.963,0.078,2459169.669,0.0001318,1.955093156,5.39e-07,1.787620007,0.010682647,21.530495,0.112812,19634.99087,103.89829,13.14068336,0.62092483,690.3398082,1307.330758,217.93053,184.848,1.86,5400.0,,4.53926,,0.873417974,0.0410955,0.13,0.03,0.969,0.121331,"4,31",WASP-50b,2019/2/8,2021/12/2,2022/12/14,0.98036500913,0.0010686554605768,0.0010686554605768,True
243921117,5801.01,,5,5,5,5,5,5,5,217.3,565.1,95.36,0,0,1,KP,KP,10.3622,0.007,1,spoc-s54-b02,SPOC/QLP,303.1668,-2.144437,-132.759,0.09,-50.429,0.063,2459770.027,0.000120864,3.06781599,2.49e-05,2.110332453,0.010753254,38.160671,0.129028,34536.78482,118.83254,11.79968678,0.353619,72.44198298,744.0760606,216.99556,49.7876,0.11605,3965.0,157.0,4.62,0.01,0.636572003,0.0188828,,,0.616961,0.0202632,54,WASP-80 b,2022/9/22,2022/9/22,2022/12/14,0.96546321518,0.0014494241102401,0.0014494241102401,True
424435940,1627.01,,5,5,5,5,5,5,5,58.6,181.1,120.6,0,0,0,KP,KP,11.2311,0.007,1,spoc-s14-s55-b0A-KP,QLP,274.701253,45.172219,32.58,0.04,47.14,0.043,2459393.375,0.00044334,5.017214602,1.88e-06,3.736330075,0.018188106,15.568672,0.069285,14236.9594,63.811466,13.54780189,0.61860496,404.711186,1143.94739,215.28627,290.404,1.819,5930.0,435.4,4.4,0.08,1.100129962,0.0500402,,,1.12,0.147767,"25,26,40,52,53,54",WASP-58 b,2020/1/14,2023/3/15,2023/3/24,0.9857630406,0.0008030167619582,0.0008030167619582,True
204376737,231.01,,4,5,5,5,5,4,5,87.6,258.4,108.44,1,0,2,KP,KP,11.4779,0.007,1,spoc,UNKNOWN,348.157128,-22.674125,-23.305,0.065,-36.895,0.064,2458357.395,0.000118928,3.361001127,1.08e-06,2.57646496,0.01659431,26.422029,0.134052,24041.86516,123.458565,12.72734565,0.63978773,273.0273095,1036.743382,213.4312,197.119,1.6195,5375.0,,4.49371,,0.817704976,0.0408442,-0.143,0.0284605,0.93,0.118851,"2,29",WASP-6 b,2018/11/29,2021/12/2,2022/12/14,0.97595813484,0.0015076433395584,0.0015076433395584,True
35516889,655.01,,5,5,5,5,5,5,5,225.2,191.5,317.0,0,0,1,KP,KP,11.6044,0.006,1,spoc,UNKNOWN,148.416767,-45.659108,-35.407,0.041,17.288,0.04,2459304.063,0.0001451,0.788839248,4.88e-07,1.596710714,0.009605379,24.632464,0.126853,22431.91516,116.82918,16.12471289,0.7670051,3170.987123,1913.896152,211.58167,268.325,1.709,5568.0,,4.39267,,1.028049946,0.0486734,0.21,0.1,0.97,0.127479,"9,36",WASP-19 b,2019/5/7,2021/10/7,2022/12/14,0.97756808484,0.0012969386470053,0.000926324530246,True
179317684,163.01,,3,5,5,3,4,4,4,48.7,54.8,317.0,4,0,3,CP,CP,10.8719,0.006,1,spoc-s01-s39-b0A-CP,QLP,79.768253,-71.895527,7.14,0.067,16.374,0.078,2459365.507,0.000664461,4.231115302,1.17e-06,4.327883524,0.015291518,7.889641,0.028033,7240.290243,25.818834,14.53562272,0.6842795,1489.113545,1584.352097,210.4154,411.719,8.01,6671.0,130.6,4.14,0.09,1.664019942,0.0781055,,,1.41,0.244606,"9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",TOI-163 b,2018/9/5,2022/10/17,2022/12/14,0.992759709757,0.0003470045496211,0.0003096449481476,True
289539327,1186.01,,5,5,5,5,2,5,5,68.3,113.6,317.0,0,2,2,PC,APC,9.92402,0.006,1,qlp-s55-ffi,QLP,251.633465,65.715035,-23.07,0.056,31.142,0.056,2459817.02,0.0021321,11.246367,5.02e-05,7.721,0.226,9.804908,0.000335,8990.0,0.308967,19.4912,0.872579,426.613,1266.0,204.0,294.85,2.4105,6115.7,343.6,3.89,0.08,2.01,0.09,,,1.143,0.152388,"14,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55",TFOPWG SB1/APC; strong secondary; too large for insolation; possible eccentric EB,2019/8/27,2022/10/6,2022/12/14,0.99101,0.0002833325540156,0.0002524327622861,True
92352620,107.01,,5,5,5,5,5,5,5,166.0,236.6,317.0,0,1,3,KP,KP,9.6433,0.006,1,spoc,UNKNOWN,313.783239,-34.135751,26.376,0.078,-44.947,0.059,2459039.336,0.000386352,3.950200943,1.6e-06,4.564364232,0.018132707,14.00227,0.064564,12813.76293,59.46348,19.70589594,0.8632607,1364.08984,1549.995699,201.10165,211.211,2.4835,6153.0,,4.18077,,1.71036005,0.074613,0.22,0.1,1.14,0.150731,"1,27",WASP-94 A b,2018/9/5,2021/10/7,2022/12/14,0.98718623707,0.000693824668554,0.000693824668554,True
455135327,490.01,,5,5,5,5,5,5,5,146.7,170.9,317.0,0,0,1,KP,KP,9.93908,0.006,1,qlp-s61-ffi,QLP,123.949843,5.836867,-17.516,0.081,23.782,0.058,2459987.155,0.0001973,2.8106006,8e-07,1.956,0.107,13.081265,0.283058,11976.0,260.672,15.6823,0.818348,813.66,1487.0,195.0,213.985,2.195,6304.0,,4.35913,,1.34,0.07,0.12,0.03,1.254,0.181435,"7,34,61",HAT-P-30 b,2019/3/14,2023/4/4,2023/4/7,0.988024,0.0006478130809073,0.0005296367716901,True
236312126,2021.01,,5,5,5,5,5,5,5,120.1,346.7,124.76,0,0,0,KP,KP,10.5484,0.006,1,qlp-s51-tois,QLP,240.549275,28.169625,-17.422,0.034,14.82,0.043,2459713.292,0.0003093,3.9415041,1.9e-06,2.866,0.057,23.409311,0.000774,21330.0,0.712596,13.8352,0.594068,321.85,1179.0,193.0,163.553,0.6195,5729.0,103.1,4.52,0.07,0.92,0.04,-0.08,0.1,1.023,0.125268,"24,25,51",XO-1 b,2020/6/19,2022/9/2,2022/12/14,0.97867,0.0011157177457868,0.0011157177457868,True
61098812,1833.01,,5,5,5,5,5,5,5,113.7,135.0,317.0,0,0,1,KP,KP,9.87229,0.006,1,spoc-s14-s50-b0A,SPOC,205.454246,-0.128171,-10.892,0.089,-24.685,0.072,2459684.731,0.0003916,3.693599674,1.6e-06,4.466184963,0.021820154,9.356284,0.047813,8580.43189,44.036106,17.00865915,0.9107161,1639.107176,1622.824619,191.73415,251.303,4.4025,6097.47,137.577,3.99566,0.0856944,1.78076005,0.0949749,-0.118922,0.00863915,1.145,0.152424,"23,46,50",WASP-54 b,2020/5/7,2022/12/12,2022/12/16,0.99141956811,0.0004423035171615,0.0004423035171615,True
30828562,621.01,,5,5,5,5,3,5,5,204.8,333.5,317.0,0,0,3,PC,APC,8.1327,0.006,1,spoc,UNKNOWN,134.718341,-43.452796,-29.488,0.058,20.116,0.06,2458520.11,0.000227,3.112361,5.2e-05,2.437419,0.014018,6.908981,0.06335,6343.20305,58.34585,18.92299,2.560921,5401.118741,2186.455692,187.64789,184.125,1.1845,7850.0,217.0,4.08695,0.341185,2.04956,0.277062,,,2.09,0.311349,8,possible hot Jupiter,2019/4/10,2019/4/10,2022/12/14,0.99365679695,0.0002636363600529,0.0002636363600529,True
375506058,1431.01,,3,5,5,3,4,4,4,207.1,276.7,317.0,12,12,2,CP,CP,7.79824,0.006,1,qlp-s57-ffi,SPOC,316.203692,55.588022,11.737,0.078,23.869,0.064,2459881.427,0.0005491,2.6502308,3.9e-06,2.099,0.107,5.682387,0.447443,5220.0,412.025,15.7904,0.778029,1676.91,1782.0,162.0,148.925,1.027,7400.0,189.5,4.11,0.08,1.94,0.06,,,1.758,0.29612,"15,16,55,56,57",TOI-1431 b,2019/11/14,2022/12/13,2022/12/16,0.99478,0.0002008317439928,0.000155008300644,True
198588220,2014.01,,5,5,5,5,5,5,5,122.2,203.1,317.0,0,0,0,KP,KP,9.63331,0.006,1,spoc-s14-s55-b0A-KP,QLP,256.610728,44.776885,9.436,0.042,-18.185,0.046,2459694.027,0.000875339,4.810114137,2.18e-06,7.028455727,0.02217203,8.033923,0.04566,7372.207276,42.053932,23.57957136,1.0475386,2884.576407,1869.133242,140.21031,371.686,3.53,6417.0,122.6,3.7,0.09,2.648099899,0.117203,,,1.292,0.209165,"24,26,51,52,53",HAT-P-67 b,2020/6/19,2023/3/15,2023/3/24,0.992627792724,0.0002994443754372,0.0002994443754372,True
52280468,472.01,,5,5,5,5,3,5,5,1853.8,1718.8,317.0,7,0,1,PC,APC,12.3123,0.007,1,qlp-s33-tois,UNKNOWN,99.86703,-33.540223,45.069,3.739,18.418,3.739,2459226.784,0.001587,0.5682596,1.2e-06,0.755,0.0,47.198401,0.000913,42540.0,0.841172,24.8489,0.784699,138.045,954.0,136.0,,,3294.0,,4.438,,0.5,0.02,,,0.500534,0.0209425,"6,7,33",no GAIA radius with Teff 3869K; large planet around an M star if real,2019/2/22,2022/7/11,2022/12/14,0.95746,0.0022132010217014,0.0022132010217014,True
